Audios:	Translation	Gender:
/content/drive/MyDrive/dataset/clips/277.wav	 تمہارے پاس ابھی بھی وقت ہے ٹھیک ہو جاؤ 	Male
/content/drive/MyDrive/dataset/clips/278.wav	ہوش سے کام لو 	Male
/content/drive/MyDrive/dataset/clips/279.wav	وہ تمہارا کیا لگتا ہے 	Male
/content/drive/MyDrive/dataset/clips/280.wav	وہ کام ہونے بھی دو اب	Male
/content/drive/MyDrive/dataset/clips/281.wav	 میں نہیں چاہتا تھا کہ یہ سب ہو	Female
/content/drive/MyDrive/dataset/clips/282.wav	 میں یہ نہیں سن سکتا 	Female
/content/drive/MyDrive/dataset/clips/283.wav	میں یہ نہیں چھپا سکتا 	Female
/content/drive/MyDrive/dataset/clips/284.wav	تم نے میرا مان توڑ دیا 	Female
/content/drive/MyDrive/dataset/clips/285.wav	یہ سب نہیں ہونا چاہیے تھا 	Female
/content/drive/MyDrive/dataset/clips/286.wav	خاموش ہو جاؤ 	Female
/content/drive/MyDrive/dataset/clips/287.wav	میں یہ نہیں سہہ سکتا 	Female
/content/drive/MyDrive/dataset/clips/288.wav	تم میری زندگی سے دور چلے جاؤ 	Female
/content/drive/MyDrive/dataset/clips/289.wav	تم آج باہر نہیں جا سکتے 	Female
/content/drive/MyDrive/dataset/clips/290.wav	مجھے بہت شدید غصہ آرہا ہے 	Female
/content/drive/MyDrive/dataset/clips/291.wav	ہمیں شرم سے ڈوب کے مر جانا چاہیے 	Female
/content/drive/MyDrive/dataset/clips/292.wav	تو مر کیوں نہیں جاتے 	Female
/content/drive/MyDrive/dataset/clips/293.wav	میرا پیچھا چھوڑ دو	Female
/content/drive/MyDrive/dataset/clips/294.wav	 یہ سب کیا ہے 	Female
/content/drive/MyDrive/dataset/clips/295.wav	ہم نے بے انصافی کردیں 	Female
/content/drive/MyDrive/dataset/clips/296.wav	تم نے مجھ پر ظلم کیا ہے 	Female
/content/drive/MyDrive/dataset/clips/297.wav	تم یہاں سے چلے جاؤ	Female
/content/drive/MyDrive/dataset/clips/298.wav	 مجھ سے دور ہو جاؤ ہمیشہ کے لیے	Female
/content/drive/MyDrive/dataset/clips/299.wav	 تم نے میرے ارادے کو بے اثر کر دیا	Female
/content/drive/MyDrive/dataset/clips/300.wav	ذلیل ہو گیا ہوں میں	Female
/content/drive/MyDrive/dataset/clips/301.wav	اگر میں ڈاکٹر ہوتا تو کیا تمہیں پھربھی ڈاکٹر سے نفرت ہوتی	Male
/content/drive/MyDrive/dataset/clips/302.wav	تمہیں کیوں نہ پسند  ہیںبینکرز	Male
/content/drive/MyDrive/dataset/clips/303.wav	کوئی تو وجہ ہوگی	Male
/content/drive/MyDrive/dataset/clips/304.wav	یہ کس بارے میں ہے	Male
/content/drive/MyDrive/dataset/clips/305.wav	لاؤنج کیسا لگ رہا ہے	Male
/content/drive/MyDrive/dataset/clips/306.wav	تو آج کا دن کیسا گزرا	Male
/content/drive/MyDrive/dataset/clips/307.wav	اتنے پیسے کہاں سے آئے	Male
/content/drive/MyDrive/dataset/clips/308.wav	اب اس کو بھی تم اتفاق کہو گی	Male
/content/drive/MyDrive/dataset/clips/309.wav	اب کیا میں تھوڑا سا کام کر لوں 	Male
/content/drive/MyDrive/dataset/clips/310.wav	میں یہاں سے کیسے آؤں گی	Male
/content/drive/MyDrive/dataset/clips/311.wav	کیا تم نے وہ فلم دیکھ لی 	Male
/content/drive/MyDrive/dataset/clips/312.wav	کیا وہ وہ بیمار  ہے 	Male
/content/drive/MyDrive/dataset/clips/313.wav	کیا اس نے کچھ نہیں کھایا 	Male
/content/drive/MyDrive/dataset/clips/314.wav	کیا اس نے امی سے پوچھا تھا 	Male
/content/drive/MyDrive/dataset/clips/315.wav	کیا اسے جاتے ہوئے دیکھا تم نے	Male
/content/drive/MyDrive/dataset/clips/316.wav	کیا اس نے میرے بارے میں پوچھا تھا 	Male
/content/drive/MyDrive/dataset/clips/317.wav	اس نے مجھے بلایا تھا وہ کہاں ہے	Male
/content/drive/MyDrive/dataset/clips/318.wav	کیا وہ ابھی تک گھر نہیں آیا 	Male
/content/drive/MyDrive/dataset/clips/319.wav	کیا وہ ہسپتال میں ہے 	Male
/content/drive/MyDrive/dataset/clips/320.wav	اس کو تم نے سمجھا دیا تھا	Male
/content/drive/MyDrive/dataset/clips/321.wav	گاڑی کی چابی کہاں ہے 	Female
/content/drive/MyDrive/dataset/clips/322.wav	ونڈوز کھولنے سے کوئی مسئلہ تو نہیں ہے 	Female
/content/drive/MyDrive/dataset/clips/323.wav	تم کس مرض کی دوا ہو	Female
/content/drive/MyDrive/dataset/clips/324.wav	پارکنگ کی جگہ کہاں ہے	Female
/content/drive/MyDrive/dataset/clips/325.wav	 آپ کہاں رہ گئے تھے	Female
/content/drive/MyDrive/dataset/clips/326.wav	کیا اس نے کچھ کہا 	Female
/content/drive/MyDrive/dataset/clips/327.wav	وہ آج کل کہاں رہتا ہے 	Female
/content/drive/MyDrive/dataset/clips/328.wav	کیا ایسا کرنے کی ضرورت تھی 	Female
/content/drive/MyDrive/dataset/clips/329.wav	تمہیں یقین ہے کہ کیا وہ سچ کہہ رہا ہے 	Female
/content/drive/MyDrive/dataset/clips/330.wav	ہو سکتا ہے اس نے ملاوٹ نہ کی ہو	Female
/content/drive/MyDrive/dataset/clips/331.wav	میں نے تم سے کوئی شکایت کی ہے 	Male
/content/drive/MyDrive/dataset/clips/332.wav	زخم گہرا تو نہیں تھا  	Male
/content/drive/MyDrive/dataset/clips/333.wav	تمہیں درد تو نہیں ہو رہا 	Male
/content/drive/MyDrive/dataset/clips/334.wav	ابو سے سے تمہاری کیا بات ہوئی	Male
/content/drive/MyDrive/dataset/clips/335.wav	پھر تم نے کیس کیوں ختم کیا	Male
/content/drive/MyDrive/dataset/clips/336.wav	کیا تمہیں بخار ہو رہا ہے	Male
/content/drive/MyDrive/dataset/clips/337.wav	تمہاری فیملی کو پتا ہے	Male
/content/drive/MyDrive/dataset/clips/338.wav	اس سب میں کیا قصور ہے میرا 	Male
/content/drive/MyDrive/dataset/clips/339.wav	تم نے دیکھا انہوں نے کیاکیا	Male
/content/drive/MyDrive/dataset/clips/340.wav	تم نے ساری باتیں سن لیں	Male
/content/drive/MyDrive/dataset/clips/341.wav	کیا جواب ہے	Female
/content/drive/MyDrive/dataset/clips/342.wav	تم کس طرح حل کرو گے اسے	Female
/content/drive/MyDrive/dataset/clips/343.wav	تم آخری رات کو کہاں گئے تھے	Female
/content/drive/MyDrive/dataset/clips/344.wav	ہمارے ساتھ اور کون آ رہا ہے 	Female
/content/drive/MyDrive/dataset/clips/345.wav	کیا تم اس میں میری مدد کرو گے	Female
/content/drive/MyDrive/dataset/clips/346.wav	تم نے ایسا کیوں کیا	Female
/content/drive/MyDrive/dataset/clips/347.wav	تم کتنے دنوں سے یہاں ہو	Female
/content/drive/MyDrive/dataset/clips/348.wav	تم نے دیکھا بھی کیا ہوا 	Female
/content/drive/MyDrive/dataset/clips/349.wav	ملاقات کب ہوگی	Female
/content/drive/MyDrive/dataset/clips/350.wav	تم نے گھر کب جاناہے	Female
/content/drive/MyDrive/dataset/clips/351.wav	 سچ کیا ایسا ہی ہے	Male
/content/drive/MyDrive/dataset/clips/352.wav	 تم یہاں کیوں آئے 	Male
/content/drive/MyDrive/dataset/clips/353.wav	کیا تم میں سے کسی نے فٹبال کھیلا	Male
/content/drive/MyDrive/dataset/clips/354.wav	 کیا بوتل میں دودھ بالکل نہیں ہے 	Male
/content/drive/MyDrive/dataset/clips/355.wav	آپ شادی کب کریں گے	Male
/content/drive/MyDrive/dataset/clips/356.wav	 تمہارے امتحان کب شروع ہوں گے 	Male
/content/drive/MyDrive/dataset/clips/357.wav	کل تم کہاں گئے تھے 	Male
/content/drive/MyDrive/dataset/clips/358.wav	کراچی کیوں جانا ہے 	Male
/content/drive/MyDrive/dataset/clips/359.wav	تمہارا گھر اور کتنا دور ہے 	Male
/content/drive/MyDrive/dataset/clips/360.wav	آپ کیا کر رہی ہیں 	Male
/content/drive/MyDrive/dataset/clips/361.wav	اس کار کا مالک کون ہے 	Female
/content/drive/MyDrive/dataset/clips/362.wav	کیا آپ نے مجھے بلایا تھا 	Female
/content/drive/MyDrive/dataset/clips/363.wav	کیا معاملہ ہے 	Female
/content/drive/MyDrive/dataset/clips/364.wav	دانش کہاں ہے 	Female
/content/drive/MyDrive/dataset/clips/365.wav	یہ کس کا کمرہ ہے 	Female
/content/drive/MyDrive/dataset/clips/366.wav	آپ کا کام کیسا چل رہا ہے	Female
/content/drive/MyDrive/dataset/clips/367.wav	 تم انگلش بول سکتے ہو 	Female
/content/drive/MyDrive/dataset/clips/368.wav	آپ کا دن کیسا رہا	Female
/content/drive/MyDrive/dataset/clips/369.wav	 میں جاؤ یا رک جاؤ 	Female
/content/drive/MyDrive/dataset/clips/370.wav	کہاں گئے تھے تم 	Female
/content/drive/MyDrive/dataset/clips/371.wav	تم کس مرض کی دوا ہو 	Male
/content/drive/MyDrive/dataset/clips/372.wav	آپ کہاں رہ گئے تھے	Male
/content/drive/MyDrive/dataset/clips/373.wav	 کیا وہ خیر خیریت سے پہنچ گئے	Male
/content/drive/MyDrive/dataset/clips/374.wav	 کتنی دفعہ میں آپ کو بتاؤں	Male
/content/drive/MyDrive/dataset/clips/375.wav	 کیا تمہیں ذرا بھی پرواہ نہیں ہے 	Male
/content/drive/MyDrive/dataset/clips/376.wav	میرے جوتے کہاں ہے	Male
/content/drive/MyDrive/dataset/clips/377.wav	 رات کے کھانے میں کیا ہے 	Male
/content/drive/MyDrive/dataset/clips/378.wav	کیا میں خوبصورت لگ رہی ہو 	Male
/content/drive/MyDrive/dataset/clips/379.wav	کیا آپ تھوڑا آہستہ بول سکتے ہیں	Male
/content/drive/MyDrive/dataset/clips/380.wav	 اسے اردو میں کیا کہتے ہیں	Male
/content/drive/MyDrive/dataset/clips/381.wav	 کیا آپ اسے خریدنا چاہتے ہیں 	Female
/content/drive/MyDrive/dataset/clips/382.wav	کیا یہ سچ ہے  	Female
/content/drive/MyDrive/dataset/clips/383.wav	تم نے یہ کیا	Female
/content/drive/MyDrive/dataset/clips/384.wav	 کیا تم نے سنا ہے 	Female
/content/drive/MyDrive/dataset/clips/385.wav	کیا آپ کی منزل یہ ہے 	Female
/content/drive/MyDrive/dataset/clips/386.wav	کیا آپ کو یہ پسند ہے	Female
/content/drive/MyDrive/dataset/clips/387.wav	 تم مجھ سے کتنا پیار کرتے ہو 	Female
/content/drive/MyDrive/dataset/clips/388.wav	تم میرے لیے کیا کر سکتے ہو 	Female
/content/drive/MyDrive/dataset/clips/389.wav	تمہیں سمجھ کیوں نہیں آتی	Female
/content/drive/MyDrive/dataset/clips/390.wav	 تم راضی ہو 	Female
/content/drive/MyDrive/dataset/clips/391.wav	تم کہاں جارہے ہو	Female
/content/drive/MyDrive/dataset/clips/392.wav	 کیا تم مجھے پسند کرتے ہو 	Female
/content/drive/MyDrive/dataset/clips/393.wav	اس لیب میں کون ہے 	Female
/content/drive/MyDrive/dataset/clips/394.wav	کیا تم کل لاہور جاؤ گے	Female
/content/drive/MyDrive/dataset/clips/395.wav	 کب میری مدد کرو گے 	Female
/content/drive/MyDrive/dataset/clips/396.wav	کیا تم نے میرا ساتھ دیا	Female
/content/drive/MyDrive/dataset/clips/397.wav	 کیا تم نا خوش ہو 	Female
/content/drive/MyDrive/dataset/clips/398.wav	کیا تم نے ڈیبی کی اسائنمنٹ کر لی 	Female
/content/drive/MyDrive/dataset/clips/399.wav	پاکستان کا سب سے بڑا ضلع کونسا ہے	Female
/content/drive/MyDrive/dataset/clips/400.wav	کیا تم پاکستان میں رہتے ہو	Female
/content/drive/MyDrive/dataset/clips/401.wav	تم نے مجھے ڈرا دیا تھا	Male
/content/drive/MyDrive/dataset/clips/402.wav	تمہارا چہرہ سرخ کیوں ہے	Male
/content/drive/MyDrive/dataset/clips/403.wav	اس نے کہا تھا  موت جیسی تکلیف ہوگی	Male
/content/drive/MyDrive/dataset/clips/404.wav	اسے کچھ دن پہلے کا سفر یاد آیا تھا 	Male
/content/drive/MyDrive/dataset/clips/405.wav	یہ جگہ یاد ہی ہوگی تمہیں یاد  ہی یونی چاہیے 	Male
/content/drive/MyDrive/dataset/clips/406.wav	لیکن اس نے گولیاں کہاں سے لی پسٹل تو خالی تھا	Male
/content/drive/MyDrive/dataset/clips/407.wav	تم ڈر گئے تھے	Male
/content/drive/MyDrive/dataset/clips/408.wav	تمہاری طبیعت ٹھیک ہے کیا 	Male
/content/drive/MyDrive/dataset/clips/409.wav	مجھے ڈر لگتا ہے میں تمہارے ساتھ جاؤں گی	Male
/content/drive/MyDrive/dataset/clips/410.wav	تمہیں انجام کا انتظار کرنا چاہیے	Male
/content/drive/MyDrive/dataset/clips/411.wav	مجھے بہت ڈر لگا جب میں نے کتوں کی آوازیں سنیں	Male
/content/drive/MyDrive/dataset/clips/412.wav	چھپکلی سے مجھے ڈر لگتا ہے	Male
/content/drive/MyDrive/dataset/clips/413.wav	سنا ہے اس کو کسی نے قتل کر دیا 	Male
/content/drive/MyDrive/dataset/clips/414.wav	کسی نے میرا پیچھا کیا	Male
/content/drive/MyDrive/dataset/clips/415.wav	ان کے گھر چوری ہوئی  	Male
/content/drive/MyDrive/dataset/clips/416.wav	رات ک اس گھرسےعجیب آوازیں آتی ہے 	Male
/content/drive/MyDrive/dataset/clips/417.wav	بہت سی آوازیں آتی ہیں راستےمیں جنگل سے گزرتے ہوئے	Male
/content/drive/MyDrive/dataset/clips/418.wav	وہ پھر بھی ٹھیک نہیں ہوئ	Male
/content/drive/MyDrive/dataset/clips/419.wav	مجھےاس کمرےمیں اکیلا نہیں جانا چاہیے	Male
/content/drive/MyDrive/dataset/clips/420.wav	اس پر سایہ ہے	Male
/content/drive/MyDrive/dataset/clips/421.wav	ایٹم بم بہت خوفناک ایجاد ہے 	Female
/content/drive/MyDrive/dataset/clips/422.wav	مجھے ایسےگھروں میں جانے سے ڈر لگتا ہے	Female
/content/drive/MyDrive/dataset/clips/423.wav	وہ بہت گھبرایا ہوا ہے 	Female
/content/drive/MyDrive/dataset/clips/424.wav	اس طیارے میں انجان لوگ ہیں 	Female
/content/drive/MyDrive/dataset/clips/425.wav	تمہیں ایسا نہیں کرنا چاہیے تھا 	Female
/content/drive/MyDrive/dataset/clips/426.wav	انجام کے لیئے اسے اب تیار رہنا چاہیے	Female
/content/drive/MyDrive/dataset/clips/427.wav	میں بہت خوف زدہ ہوں 	Female
/content/drive/MyDrive/dataset/clips/428.wav	اس نے مجھے تھپڑ مارا 	Female
/content/drive/MyDrive/dataset/clips/429.wav	یاد رکھنا میں تمہیں دیکھ لوں گااس نے یہی کہا تھا 	Female
/content/drive/MyDrive/dataset/clips/430.wav	وہاں بہت سارے لوگ تھے	Female
/content/drive/MyDrive/dataset/clips/431.wav	وہ جانتا ہے تم ڈر گئی	Male
/content/drive/MyDrive/dataset/clips/432.wav	ہم یہاں کسی اور کی تلاش کرنے نہیں آئے تمہارے لیے آئے	Male
/content/drive/MyDrive/dataset/clips/433.wav	دروازہ بند کر دو	Male
/content/drive/MyDrive/dataset/clips/434.wav	میں ہمت نہیں کر پا رہی	Male
/content/drive/MyDrive/dataset/clips/435.wav	میں بات کو کیسے شروع کروں	Male
/content/drive/MyDrive/dataset/clips/436.wav	مجھے یہاں سے بھاگنا چاہیے	Male
/content/drive/MyDrive/dataset/clips/437.wav	یہ تصویریں اس سے خوفزدہ کر رہی تھی 	Male
/content/drive/MyDrive/dataset/clips/438.wav	یہ صرف پیسوں کا معاملہ نہیں لگ رہا	Male
/content/drive/MyDrive/dataset/clips/439.wav	تمہیں بھی بات کرتے وقت احتیاط کرنی چاہیے تھی	Male
/content/drive/MyDrive/dataset/clips/440.wav	پلک جھپکتے ہی وہ وہاں سے غائب ہو گیا	Male
/content/drive/MyDrive/dataset/clips/441.wav	میں محفوظ نہیں ہوں 	Female
/content/drive/MyDrive/dataset/clips/442.wav	مجھے ڈر لگ رہا ہے	Female
/content/drive/MyDrive/dataset/clips/443.wav	میرا دل دھڑک رہا ہے 	Female
/content/drive/MyDrive/dataset/clips/444.wav	یہ تو بہت خوفناک ہے	Female
/content/drive/MyDrive/dataset/clips/445.wav	یہ مجھے کوئی حوصلہ نہیں دے رہا بلکہ ڈرا رہا ہے	Female
/content/drive/MyDrive/dataset/clips/446.wav	آگے کا دور انسانوں کو مشین بنا دے گا	Female
/content/drive/MyDrive/dataset/clips/447.wav	دل کرتا ہے بھاگ جاؤں کیوں کہ عجیب آوازیں آ رہی ہیں	Female
/content/drive/MyDrive/dataset/clips/448.wav	محسوس ہو رہا ہے کچھ ہونے والا ہے 	Female
/content/drive/MyDrive/dataset/clips/449.wav	تمہیں ہر چیز ان کی مرضی سے کرنی چاہیے	Female
/content/drive/MyDrive/dataset/clips/450.wav	مجھے ڈر ہے کہ کچھ غلط نہ ہو جائے	Female
/content/drive/MyDrive/dataset/clips/451.wav	 مجھے کتوں سے ڈر لگتا ہے 	Male
/content/drive/MyDrive/dataset/clips/452.wav	اس بیماری کا بہت خدشہ ہے 	Male
/content/drive/MyDrive/dataset/clips/453.wav	مجھے اندھیرے سے خوف آتا ہے 	Male
/content/drive/MyDrive/dataset/clips/454.wav	وہ مجھے مار ڈالے گا	Male
/content/drive/MyDrive/dataset/clips/455.wav	 دروازہ کون کھٹکھٹا رہا ہے 	Male
/content/drive/MyDrive/dataset/clips/456.wav	سب تمہاری وجہ سے ہوا ہے	Male
/content/drive/MyDrive/dataset/clips/457.wav	 وہ شخص اعتبار کے قابل نہیں ہے	Male
/content/drive/MyDrive/dataset/clips/458.wav	 پلیز میری مدد کرو 	Male
/content/drive/MyDrive/dataset/clips/459.wav	مجھے تنہا مت چھوڑو 	Male
/content/drive/MyDrive/dataset/clips/460.wav	بہت بڑا مسئلہ کھڑا ہوگیا ہے 	Male
/content/drive/MyDrive/dataset/clips/461.wav	یہ دوائی بہت کڑوی ہے 	Female
/content/drive/MyDrive/dataset/clips/462.wav	کیا ہم اس ٹیکسی ڈرائیور پر بھروسہ کر سکتے ہیں 	Female
/content/drive/MyDrive/dataset/clips/463.wav	آپ کو بتانا ضروری نہیں 	Female
/content/drive/MyDrive/dataset/clips/464.wav	اقرا کی بھائی کی موت ہوگئی 	Female
/content/drive/MyDrive/dataset/clips/465.wav	میں تمہیں پیسے دے دوں گا ی	Female
/content/drive/MyDrive/dataset/clips/466.wav	ہ تو ایسے ہی زبان سے نکل گیا 	Female
/content/drive/MyDrive/dataset/clips/467.wav	کچھ گڑبڑ ہے 	Female
/content/drive/MyDrive/dataset/clips/468.wav	میں کسی کو یقین نہیں کر سکتا 	Female
/content/drive/MyDrive/dataset/clips/469.wav	خدا کا واسطہ ہے پیچھے ہٹ جاؤ 	Female
/content/drive/MyDrive/dataset/clips/470.wav	کہنے کے لیے کچھ بھی نہیں 	Female
/content/drive/MyDrive/dataset/clips/471.wav	میری بات غور سے سنو 	Male
/content/drive/MyDrive/dataset/clips/472.wav	میں بولتے بولتے رہ گیا 	Male
/content/drive/MyDrive/dataset/clips/473.wav	میں یہ سب تمہارے سامنے نہیں کہہ سکتا 	Male
/content/drive/MyDrive/dataset/clips/474.wav	مجھ پر بہت مشکل وقت آیا ہے 	Male
/content/drive/MyDrive/dataset/clips/475.wav	آپ نے پوچھا بھی نہیں 	Male
/content/drive/MyDrive/dataset/clips/476.wav	وہ بدمعاش آدمی ہے	Male
/content/drive/MyDrive/dataset/clips/477.wav	 مجھے تمہاری تلاش تھی 	Male
/content/drive/MyDrive/dataset/clips/478.wav	آپ کی کمی بہت محسوس ہوتی ہے مجھے 	Male
/content/drive/MyDrive/dataset/clips/479.wav	میں کھو گیا ہوں	Male
/content/drive/MyDrive/dataset/clips/480.wav	میں عاصم کو ہی ڈھونڈ رہا ہوں	Male
/content/drive/MyDrive/dataset/clips/481.wav	 میں ڈر گیا ہوں	Female
/content/drive/MyDrive/dataset/clips/482.wav	 مجھے شکایت ہے خوف کی	Female
/content/drive/MyDrive/dataset/clips/483.wav	 میں خوف زدہ ہوں 	Female
/content/drive/MyDrive/dataset/clips/484.wav	 مجھے مرنے سے بہت ڈر لگتا ہے	Female
/content/drive/MyDrive/dataset/clips/485.wav	مجھے گھبراہٹ ہو رہی ہے	Female
/content/drive/MyDrive/dataset/clips/486.wav	 مجھے لگتا ہے کچھ برا ہونے والا ہے 	Female
/content/drive/MyDrive/dataset/clips/487.wav	مجھے اونچائی سے بہت ڈر لگتا ہے	Female
/content/drive/MyDrive/dataset/clips/488.wav	 کوئی مجھ کو بچائے 	Female
/content/drive/MyDrive/dataset/clips/489.wav	میں نہیں جانتا کیا ہوگیا 	Female
/content/drive/MyDrive/dataset/clips/490.wav	میرا دل بہت تیزی سے دھڑک رہا ہے	Female
/content/drive/MyDrive/dataset/clips/491.wav	  اس سے پہلے کچھ برا ہوں مجھے دور لے جاؤ 	Female
/content/drive/MyDrive/dataset/clips/492.wav	مجھے ڈر ہے وہ خود کو نقصان پہنچ جائے گا 	Female
/content/drive/MyDrive/dataset/clips/493.wav	کسی انجان کے ساتھ اکیلے سفر مت کرنا 	Female
/content/drive/MyDrive/dataset/clips/494.wav	میری زندگی خطرے میں ہے 	Female
/content/drive/MyDrive/dataset/clips/495.wav	جنگل میں رات کا کہ رہی تھی پھر اچانک شیر آ گیا 	Female
/content/drive/MyDrive/dataset/clips/496.wav	میری زندگی کا سوال ہے 	Female
/content/drive/MyDrive/dataset/clips/497.wav	میں بہت خطرناک کھیل میں ہوں	Female
/content/drive/MyDrive/dataset/clips/498.wav	مجھے ڈر ہے میں اسے کھو نہ دوں	Female
/content/drive/MyDrive/dataset/clips/499.wav	 اگر وہ مر گیا تو 	Female
/content/drive/MyDrive/dataset/clips/500.wav	مجھے کوئی نہیں بچانے والا	Female
/content/drive/MyDrive/dataset/clips/501.wav	اوہ خدایا یا  تم کیا کیا سوچتی ہو 	Male
/content/drive/MyDrive/dataset/clips/502.wav	تم بہت بدل گئے ہو واقعی میں 	Male
/content/drive/MyDrive/dataset/clips/503.wav	تم مجھے ایسے کیوں دیکھ رہی ہو 	Male
/content/drive/MyDrive/dataset/clips/504.wav	سبق سکھائے ہوں گے گڈ نہیں 	Male
/content/drive/MyDrive/dataset/clips/505.wav	یہ میرے لیےایک  بڑی خبر ہے 	Male
/content/drive/MyDrive/dataset/clips/506.wav	یہ سب بہت عجیب لوگ ہیں	Male
/content/drive/MyDrive/dataset/clips/507.wav	اس جھیل میں میں پانی کہاں سے آئے گا	Male
/content/drive/MyDrive/dataset/clips/508.wav	میں تمہیں جھیل کیسے بنا کے دونگا	Male
/content/drive/MyDrive/dataset/clips/509.wav	تم جسٹیفائی  کر رہے ہوسود کو 	Male
/content/drive/MyDrive/dataset/clips/510.wav	شکر ہے تم مجھے یہاں لے کرآئے	Male
/content/drive/MyDrive/dataset/clips/511.wav	ہماری بلی نے چھپکلی کھا لی 	Male
/content/drive/MyDrive/dataset/clips/512.wav	تمہارا مطلب کیا ہے اس بات سے	Male
/content/drive/MyDrive/dataset/clips/513.wav	بجلی کی قیمت بہت بڑھ گئی ہے 	Male
/content/drive/MyDrive/dataset/clips/514.wav	اس نے خود کشی کرلی 	Male
/content/drive/MyDrive/dataset/clips/515.wav	اس کے بھائی کا حادثہ ہوا	Male
/content/drive/MyDrive/dataset/clips/516.wav	تمہیں یقین ہے کہ وہ واپس دیر سے آیا تھا	Male
/content/drive/MyDrive/dataset/clips/517.wav	اس کے ابو نے اسے سخت سزا دی ہے	Male
/content/drive/MyDrive/dataset/clips/518.wav	ایسا کیسے ہو سکتا ہے	Male
/content/drive/MyDrive/dataset/clips/519.wav	وہ رساکشی میں بھی ہار سکتا ہے کافی حیران کن ہے 	Male
/content/drive/MyDrive/dataset/clips/520.wav	تمہیں حساب میں پاس ہونے کے لیےدوبارہ امتحان دینا ہے	Male
/content/drive/MyDrive/dataset/clips/521.wav	کیا اس نے واقعی ایسا کیا	Female
/content/drive/MyDrive/dataset/clips/522.wav	ابوآج لاہورسے واپس آ گئے	Female
/content/drive/MyDrive/dataset/clips/523.wav	میری امی کی لاٹری نکلی	Female
/content/drive/MyDrive/dataset/clips/524.wav	میرے بھائی نے پہلی پوزیشن حاصل کی 	Female
/content/drive/MyDrive/dataset/clips/525.wav	میری بہن نے لاہور سے دو دن پہلےآکرہم کو حیران کردیا	Female
/content/drive/MyDrive/dataset/clips/526.wav	تمہارے لباس کافی کی قیمتیں ہیں 	Female
/content/drive/MyDrive/dataset/clips/527.wav	تم اندازہ بھی نہیں لگا سکتی تمہیں یہاں د یکھ کر کتنی خوشی ہوئی	Female
/content/drive/MyDrive/dataset/clips/528.wav	حیرت کی بات ہے کہ اس نے یہ کام کر لیا 	Female
/content/drive/MyDrive/dataset/clips/529.wav	حیران نہ ہو ں یہ کانپورہی ہے 	Female
/content/drive/MyDrive/dataset/clips/530.wav	یہ کیسے ہوا مجھے کچھ علم نہیں	Female
/content/drive/MyDrive/dataset/clips/531.wav	یعنی میرا کہا نہیں مانوں گے تم  	Male
/content/drive/MyDrive/dataset/clips/532.wav	اس کے ساتھ کیا واقعی یہ حادثہ ہوا	Male
/content/drive/MyDrive/dataset/clips/533.wav	تو یہاں ارادہ بدلنے کی ضرورت نہیں ہے	Male
/content/drive/MyDrive/dataset/clips/534.wav	یہ فارمولا کافی دلچسپ اور حیران کن ہے	Male
/content/drive/MyDrive/dataset/clips/535.wav	اس کو حیرت تھی کہ وہ اس سے پہلے کیوں نہیں ملے 	Male
/content/drive/MyDrive/dataset/clips/536.wav	اس کی ذہانت سے سب متاثر تھے	Male
/content/drive/MyDrive/dataset/clips/537.wav	تمہیں سوچ کے بولنا چاہیے 	Male
/content/drive/MyDrive/dataset/clips/538.wav	تمہاری عادتیں بالکل بھی نہیں بدلی 	Male
/content/drive/MyDrive/dataset/clips/539.wav	انکار کی کوئی تو وجہ ہوگی	Male
/content/drive/MyDrive/dataset/clips/540.wav	کیا تم نے واقعی اس کا پروپوزل نہیں قبول کیا	Male
/content/drive/MyDrive/dataset/clips/541.wav	مجھے یقین نہیں ہوتا تم نے یہ کیا 	Female
/content/drive/MyDrive/dataset/clips/542.wav	یہ ناقابل یقین ہے	Female
/content/drive/MyDrive/dataset/clips/543.wav	میں حیران ہو گیا ہوں 	Female
/content/drive/MyDrive/dataset/clips/544.wav	میں تو یہ سوچ بھی نہیں سکتا 	Female
/content/drive/MyDrive/dataset/clips/545.wav	یہ کیا حالات ہو گئےہیں   	Female
/content/drive/MyDrive/dataset/clips/546.wav	میں نے اتنا نہیں سوچا تھا	Female
/content/drive/MyDrive/dataset/clips/547.wav	میں سوچ بھی نہیں سکتا تھا کہ تم ایسا کرو  گے	Female
/content/drive/MyDrive/dataset/clips/548.wav	مجھے سمجھ نہیں آرہی کہ کیا کروں	Female
/content/drive/MyDrive/dataset/clips/549.wav	یہ کیسے ہوگیا 	Female
/content/drive/MyDrive/dataset/clips/550.wav	یہ کافی عجیب بات ہے	Female
/content/drive/MyDrive/dataset/clips/551.wav	 میں تم سے بہت متاثر ہوں 	Male
/content/drive/MyDrive/dataset/clips/552.wav	آپ کو یہاں دیکھ کر بہت خوشی ہوئی	Male
/content/drive/MyDrive/dataset/clips/553.wav	 مجھے اچانک پارٹی کا سن کر تعجب ہوا	Male
/content/drive/MyDrive/dataset/clips/554.wav	 باقی سب سے اپنا وعدہ پورا کر دکھایا ہے	Male
/content/drive/MyDrive/dataset/clips/555.wav	 میرے خیال سے ہم پہلے مل چکے ہیں 	Male
/content/drive/MyDrive/dataset/clips/556.wav	مجمع میں ہر کوئی حیران کھڑا تھا 	Male
/content/drive/MyDrive/dataset/clips/557.wav	آپ سے مل کر بہت خوشی ہوئی 	Male
